Co1,Cu1,Fe1,Mn1,Ni1,Co2,Cu2,Fe2,Mn2,Ni2,Co3,Cu3,Fe3,Mn3,Ni3,E_ads
1,0,0,0,0,1,0,1,2,2,1,0,0,1,1,-1.727226926
1,0,0,0,0,1,0,1,1,3,1,1,1,0,0,-1.611861588
0,0,1,0,0,1,0,1,1,3,0,0,1,1,1,-1.38887549
0,0,0,0,1,2,0,2,1,1,0,1,1,0,1,-1.301021976
0,0,0,0,1,2,0,2,1,1,1,0,1,1,0,-1.283235559
1,0,0,0,0,2,1,2,0,1,0,3,0,0,0,-1.75824219
1,0,0,0,0,2,1,1,1,1,0,2,0,0,1,-1.660174975
0,0,1,0,0,2,1,1,1,1,0,1,1,1,0,-1.441860044
0,0,1,0,0,2,0,1,1,2,0,1,1,0,1,-1.45995231
1,0,0,0,0,2,0,1,1,2,0,1,0,2,0,-1.585899555
0,0,0,0,1,2,1,1,1,1,0,1,0,2,0,-1.279554156
0,0,0,0,1,2,1,2,0,1,0,1,1,1,0,-1.310347186
0,0,0,0,1,1,1,1,0,3,2,1,0,0,0,-1.333721593
0,0,0,0,1,0,2,1,1,2,0,1,0,2,0,-1.274442921
0,1,0,0,0,1,1,1,0,3,0,1,0,2,0,-0.541619044
1,0,0,0,0,0,2,1,1,2,2,0,0,1,0,-1.570751499
0,0,0,0,1,0,2,1,1,2,1,1,1,0,0,-1.340250069
0,0,0,0,1,1,1,0,1,3,1,0,0,2,0,-1.252312246
0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,-1.339888345
