Co1,Cu1,Fe1,Mn1,Ni1,Co2,Cu2,Fe2,Mn2,Ni2,Co3,Cu3,Fe3,Mn3,Ni3,E_Ads
1,2,0,0,0,0,0,1,0,2,0,2,0,1,0,-0.225982253
0,2,0,0,1,0,1,2,0,0,1,1,0,1,0,-0.155695593
0,1,1,0,1,1,1,1,0,0,0,0,1,2,0,-0.179860747
0,1,2,0,0,2,0,0,0,1,0,1,2,0,0,-0.284583746
1,1,1,0,0,1,2,0,0,0,0,0,1,2,0,-0.23940227
0,0,1,0,2,1,1,1,0,0,2,0,1,0,0,-0.301838964
2,0,0,0,1,0,2,0,0,1,1,0,0,2,0,-0.365359013
1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,-0.273528875
1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,-0.407340877
1,0,0,0,2,0,0,1,2,0,1,1,1,0,0,-0.374311274
0,0,1,0,2,1,1,0,1,0,0,0,1,0,2,-0.358454522
0,1,0,1,1,1,0,0,0,2,1,0,0,1,1,-0.257359078
0,0,1,2,0,0,1,0,1,1,0,0,0,2,1,-0.536811471
1,1,0,1,0,0,0,0,2,1,2,0,0,1,0,-0.195078289
0,1,0,1,1,0,0,0,1,2,0,1,0,1,1,-0.200631204
1,1,1,0,0,1,1,1,0,0,0,1,0,2,0,-0.257023801
0,3,0,0,0,0,1,2,0,0,0,0,0,1,2,-0.072143894
1,2,0,0,0,1,1,1,0,0,0,0,0,1,2,-0.192975132
3,0,0,0,0,0,3,0,0,0,1,0,0,2,0,-0.413316224
1,1,1,0,0,1,2,0,0,0,1,0,0,0,2,-0.305767511
1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,-0.28394398
1,1,1,0,0,1,2,0,0,0,1,0,1,1,0,-0.220288683
1,2,0,0,0,1,1,1,0,0,0,0,1,1,1,-0.091573318
0,1,2,0,0,3,0,0,0,0,0,1,1,0,1,-0.305751735
0,0,0,2,1,1,2,0,0,0,1,0,0,1,1,-0.381013203
1,2,0,0,0,1,0,1,0,1,0,3,0,0,0,-0.245012806
1,0,1,1,0,0,1,0,0,2,0,1,1,0,1,-0.490800744
0,1,0,0,2,1,1,0,1,0,1,1,0,1,0,-0.263776367
1,1,0,1,0,1,0,1,1,0,0,1,0,2,0,-0.279007503
1,0,1,0,1,0,0,0,2,1,0,0,1,2,0,-0.357191511
2,0,0,0,1,0,1,0,1,1,0,1,0,1,1,-0.430318901
0,1,1,1,0,2,0,0,0,1,1,1,0,1,0,-0.257411196
0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,-0.145044827
0,1,0,0,2,2,0,0,0,1,1,1,0,0,1,-0.254234974
2,0,0,0,1,0,1,0,2,0,0,1,1,1,0,-0.327741269
1,1,0,1,0,1,0,0,1,1,1,0,0,2,0,-0.262202637
0,1,0,2,0,0,1,0,0,2,0,0,1,2,0,-0.207028862
1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,-0.263356705
0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,-0.205018687
0,1,0,0,2,1,1,0,1,0,0,2,0,1,0,-0.311666911
0,1,0,2,0,0,0,0,1,2,1,0,0,1,1,-0.267141307
0,1,0,2,0,1,0,0,1,1,1,1,0,1,0,-0.303629818
0,1,1,0,1,0,1,0,2,0,0,2,0,0,1,-0.309123581
1,0,0,1,1,0,1,1,0,1,0,0,2,1,0,-0.311267478
1,0,0,1,1,0,2,0,0,1,0,0,1,1,1,-0.371562542
0,0,1,2,0,1,0,0,1,1,1,1,1,0,0,-0.480630618
0,2,0,0,1,0,0,1,2,0,0,2,0,1,0,-0.138250034
0,0,0,1,2,1,1,1,0,0,0,2,1,0,0,-0.40082164
1,1,1,0,0,0,1,0,2,0,0,1,1,1,0,-0.190725777
0,3,0,0,0,0,0,1,1,1,0,0,1,0,2,-2.69E-05
1,1,0,0,1,0,1,0,2,0,1,0,0,0,2,-0.312169834
0,1,0,2,0,0,1,1,1,0,0,0,2,0,1,-0.287415076
0,1,1,1,0,1,1,0,1,0,1,0,2,0,0,-0.283971063
0,1,1,1,0,1,1,0,0,1,2,0,1,0,0,-0.271151609
1,0,0,2,0,0,3,0,0,0,2,0,1,0,0,-0.53769739
1,1,0,1,0,0,1,0,1,1,1,0,0,0,2,-0.289417599
0,0,1,1,1,1,0,0,2,0,1,0,1,0,1,-0.413093953
0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,-0.247872138
1,0,0,1,1,1,0,1,1,0,1,2,0,0,0,-0.394103785
2,0,1,0,0,0,0,0,3,0,1,1,1,0,0,-0.384199059
1,0,0,2,0,1,0,0,1,1,0,1,2,0,0,-0.478302502
0,0,0,3,0,1,0,0,1,1,0,3,0,0,0,-0.557405308
0,0,1,2,0,2,0,0,1,0,2,1,0,0,0,-0.445108506
2,0,0,1,0,1,0,0,1,1,0,2,1,0,0,-0.414184884
1,0,1,1,0,1,0,0,2,0,1,2,0,0,0,-0.426526356
0,1,1,1,0,1,0,0,2,0,0,0,0,2,1,-0.33491986
1,0,0,2,0,1,1,0,0,1,1,1,0,0,1,-0.422543495
0,2,0,1,0,1,0,0,2,0,0,1,1,0,1,-0.112127775
0,0,0,2,1,2,1,0,0,0,0,0,1,0,2,-0.42050824
1,0,1,0,1,0,2,0,1,0,0,0,1,1,1,-0.416496516
0,1,1,1,0,0,0,0,2,1,0,1,1,1,0,-0.316347943
